 ,CategoryTitle,ActivityTitle,PressureTitle,APJustificationDesc,RPPTitle,RiskFactorDesc,EvidenceStandardDesc,ConfidenceScoreTitle
1230,Coastal Infrastructure,Clearance of port and harbour structures and water ways,Above water noise,"Noise can arise from many activities in the marine environment, the use of machinery, vessels, equipment, explosives, and people will generate airborne (above water) noise.  Port construction, maintenance, and operation activities generate airborne noise and can increase noise above background/ambient noise levels; this can result in disturbance particularly to mobile receptors such as fish, bird, mammals [2817],[3085],[3153],[3154],[3161],[3164],[3082],[2763].  Examples of noise sources vessels, construction plant/operations, piling, operational use of machinery [2817],[1533],[3136],[3153],[3154],[3161],[3169],[3145].  However, the magnitude of pressure would depend on the scale, intensity, and duration of the activity, and relative increase in noise above the natural ambient background noise levels and the type of noise generated [3136],[3078],[3195],[1536].",low,"The risk of this pressure will increase depending on the spatial/ temporal scale and intensity of the activity, the proximity of the activity to the feature (in space and time) and the sensitivity of the feature to the pressure. Cumulative and in-combination effects of activities may increase the risk further (see Activity-Pressure justification text). High levels of discarding associated with the fishing activity combined with low flow conditions may increase the magnitude of this pressure.","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1231,Coastal Infrastructure,Clearance of port and harbour structures and water ways,Transition elements & organo-metal (e.g. TBT) contamination.  Includes those priority substances listed in Annex II of Directive 2008/105/EC.,"The primary chemicals of environmental concern in vessel oil and fuel are polycyclic aromatic hydrocarbons (PAHs). Deliberate discharges of oil or oil/water mixtures from ships are prohibited within the North West European Waters Special Area, established by the International Maritime Organization under MARPOL Annex I in 1999. This includes all waters around the UK and its approaches. However, accidental discharges still occur. Information on accidental discharges of oil from ships and offshore platforms is compiled by the Advisory Committee on Protection of the Sea (ACOPS) on behalf of the Maritime and Coastguard Agency each year. Although the majority of incidents are minor, several incidents occur annually that have led to the actual or potential release of significant amounts of oil (typically from large shipping vessels and tankers). Moreover, antifouling compounds like TBT and copper wash from ship coatings with larger concentrations in heavily used shipping routes or within harbours [3096],[3106],[3107],[3164],[3155],[4985].

Activities can also result in the re-mobilisation of contaminants/substances (e.g. from sediments) during construction/maintenance/operational activities.  The likelihood and severity of any impact depends upon the type and degree of existing contamination and intensity of activity.  High levels of contaminants do occur in fine sediments of some industrialised estuaries.  However, the occurrence of very contaminated areas/sediments is rare in the England [4899],[3145],[2838],[3159].",low,"The risk of this pressure will increase as a result of non-compliance to legislation, codes of conduct or best practice (see Activity-Pressure justification text).","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1232,Coastal Infrastructure,Clearance of port and harbour structures and water ways,Hydrocarbon & PAH contamination.  Includes those priority substances listed in Annex II of Directive 2008/105/EC.,"The primary chemicals of environmental concern in vessel oil and fuel are polycyclic aromatic hydrocarbons (PAHs).  Deliberate discharges of oil or oil/water mixtures from ships are prohibited within the North West European Waters Special Area, established by the International Maritime Organization under MARPOL Annex I in 1999.  This includes all waters around the UK and its approaches. However, accidental discharges still occur.  Information on accidental discharges of oil from ships and offshore platforms is compiled by the Advisory Committee on Protection of the Sea (ACOPS) on behalf of the Maritime and Coastguard Agency each year.  Although the majority of incidents are minor, several incidents occur annually that have led to the actual or potential release of significant amounts of oil (typically from large shipping vessels and tankers) [3096],[3106],[3164],[4968],[4972],[4985].  Organic based contaminants such as PAHs can be effectively ‘locked into’ the seabed sediments in ports and harbours.  These stable compounds do not decompose readily; subsequent re-mobilisation (e.g. by dredging) can release these contaminants into the water column.  The likelihood and severity of any impact depends upon the type and degree of sediment contamination and level of re-mobilisation of the sediment.  The highest levels of contaminants generally occur in fine sediment in industrialised estuaries.  However, the occurrence of very contaminated sediments is rare in the England [2838],[3159],[3163],[4899],[3145].",low,"The risk of this pressure will increase as a result of non-compliance to legislation, codes of conduct or best practice (see Activity-Pressure justification text).","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1233,Coastal Infrastructure,Clearance of port and harbour structures and water ways,"Synthetic compound contamination (incl. pesticides, antifoulants, pharmaceuticals).  Includes those priority substances listed in Annex II of Directive 2008/105/EC.","Synthetic compounds used in a variety of substances for commercial applications are carried by shipping tankers and cargo ships.  These can be spilled into the sea through loss of cargo, collision, grounding, mechanical failure, and deliberate dumping.  Many of these compounds are considered toxic or hazardous.  Accidental spillages around the UK are generally rare.  Chemicals can also be released into the sea through ships ‘flushing’, or washing, their tanks and clearing ballast water [3096],[3106],[3107],[3164],[3157],[4968],[4972].  For example it is currently legal to discharge Polyisobutene (PIB) from ships into the marine environment under certain conditions; PIB is a man-made synthetic product used in the manufacture of sealants, adhesive tape and chewing gum.  PIB is a hydrophobic substance though, so on contact with water it coalesces into a waxy, glue-like formation, generally floating at or just underneath the surface.  As such it is extremely hazardous to a range of seabird species, which dive to find food [4975].  Synthetic compounds e.g. polychlorinated biphenyls (PCBs) can be effectively ‘locked into’ the seabed sediments in ports and harbours.  These stable compounds do not decompose readily.  Subsequent re-mobilisation of the sediments (e.g. by dredging) can release these contaminants into the water column. The likelihood and severity of any impact depends upon the type and degree of sediment contamination and level of re-mobilisation of the sediment.  The highest levels of contaminants generally occur in fine sediment in industrialised estuaries.  However, the occurrence of very contaminated sediments is rare in the England [2838],[3159],[4899],[3145].",low,"The risk of this pressure will increase as a result of non-compliance to legislation, codes of conduct or best practice (see Activity-Pressure justification text).","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1234,Coastal Infrastructure,Clearance of port and harbour structures and water ways,"Introduction of other substances (solid, liquid or gas)","Ports and Harbour activity can result in the accidental, operational, incidental release of substances (e.g. via vessels/vehicles from ballast water, antifoulants, hull contamination, waste products, litter), much of which is restricted/regulated [3106],[3107],[3164],[3157],[3160],[3159].

Activities can also result in the re-mobilisation of contaminants/substances (e.g. from sediments) during construction/maintenance/operational activities.  The likelihood and severity of any impact depends upon the type and degree of existing contamination and intensity of activity.  High levels of contaminants do occur in fine sediments of some industrialised estuaries. However, the occurrence of very contaminated areas/sediments is rare in the England [4899],[3145],[2838].",low,"The risk of this pressure will increase as a result of non-compliance to legislation, codes of conduct or best practice (see Activity-Pressure justification text).","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1235,Coastal Infrastructure,Port and harbour structures: Maintenance (if relevant see also ‘Slipway: Maintenance and construction'),Visual disturbance,"Ports and harbour (from construction, maintenance or operational ) activities including vessel, vehicle movement, plus people presence and movement can create visual stimuli which can evoke a disturbance response in mobile species such as fish, marine mammals, seabirds and coastal birds [2497],[2763],[3134],[3154],[3106].  The magnitude of the pressure will depend on the nature and scale/intensity of the activity, plus other factors such as species present and age, weather conditions, degree of habituation to disturbance source [5106],[5117],[4977].",medium-high,,"The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1236,Coastal Infrastructure,Coastal flood and erosion risk management schemes: Operation,Abrasion/disturbance of the substrate on the surface of the seabed,The presence and operation of coastal flood defences can result in changes to sediment patterns with scour or erosion in some areas and siltation or accretion in others [2817].,low,"The risk of this pressure will increase depending on the spatial/ temporal scale and intensity of the activity, the proximity of the activity to the feature (in space and time) and the sensitivity of the feature to the pressure. Cumulative and in-combination effects of activities may increase the risk further (see Activity-Pressure justification text). High levels of discarding associated with the fishing activity combined with low flow conditions may increase the magnitude of this pressure.","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1237,Coastal Infrastructure,Port and harbour structures: Maintenance (if relevant see also ‘Slipway: Maintenance and construction'),"Penetration and/or disturbance of the substrate below the surface of the seabed, including abrasion","A variety of ports and harbour activities can result in penetration/disturbance/abrasion of the seabed; including structures placed (e.g. geotextile bags or rocks used in breakwaters) or driven (e.g. piles) into the seabed [3106],[2838],[3159],[3161],[3145],[4912],[4903],[4913],[3223].  Piles used in coastal developments can be driven to depths of over -30 m Chart Datum, tubular piles are typically 1-2 m diameter, sheet piles typically 0.5-1 m wide and 0.1-0.2 m thick [4896],[4898],[4890].  Vessel movements can cause localised scour of the seabed, in shallow water, berth pockets, and navigation channels [5174],[3145].  Anchors can penetrate and disturb the seabed on deployment/recovery and due to dragging of the anchor and anchor chain.  The anchors of large vessels have been found to penetrate the seabed up to 1 m [4971], while small vessel anchors have been found to cause surface ‘scars’ of typically 1-4 m2 [5175]; and scouring of 6 m radius has been recorded on intertidal mudflats caused by anchor chains [5179],[4981].  Mooring chains from swinging moorings can also scour/disturb the seabed as the mooring slackens and rotates with the tide [3223].  Navigation dredging and excavation activities result in the penetration of the seabed due to the physical removal of substrate [3082],[2838],[3159]; the depth of penetration during capital dredging can be several metres.  For example, in Southampton it was necessary to deepen the existing berths by 4-6 m as part of a berth extension project [4890].  The depth of material removed during maintenance dredging varies greatly, generally between 0.5m and 2 m of sediment is removed [4897],[4904].",medium-high,,"The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1238,Coastal Infrastructure,Port and harbour structures: Maintenance (if relevant see also ‘Slipway: Maintenance and construction'),Changes in suspended solids (water clarity),"Associated with mobilisation of sediments and increased suspended material, linked to dredging, dredge disposal, structure construction, replacement, and repair activities.  Construction work activities and the placement of structures in the marine environment can cause localised and temporary changes in suspended sediments, including those driven into the seabed (such as piles used in berths) or placed on the seabed (such as geotextile bags or rocks used in breakwaters) [3145],[4892],[4890].  Dredging will cause local increases in suspended sediment, particularly in the direct vicinity of a dredge site. This sediment includes material disturbed at the drag head of the dredger and also some the overflow.  The relative elevation of suspended sediment above background levels will depend on dredge location, natural background level, type intensity, and duration of dredging, sediment characteristics.  [4899],[2838],[3082],[3106],[3159].  Disposal of dredged material will cause increases in suspended sediment concentrations with the extent of sediment plumes dependant on the scale of the activity and type of material [3159],[3082],[2838].",medium-high,,"The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1239,Coastal Infrastructure,Port and harbour structures: Maintenance (if relevant see also ‘Slipway: Maintenance and construction'),Smothering and siltation rate changes (Heavy),"Associated with works activity, also associated dredging, dredgings disposal, alternative use of sediment, causing mobilisation of sediment and increased siltation rates.  The placement and burial of structures can cause localised and temporary changes in suspended sediments. This can lead to increases in siltation rates in the direct vicinity of the works [4892],[3145],[4890].  Dredging may cause local deposition of sediment in the area surrounding the dredge site [3159],[2838],[3106],[3082],[3134].  This sediment includes material disturbed at the drag head of the dredger and also material from the overflow.  Best available evidence suggests that such effects would be constrained to an area about half the size of the dredge site itself [4902].  Disposal of dredged material can cause localised increases in siltation rates [3159],[2838],[3106].  During an experiment in the southern North Sea which aimed to replicate the disposal of maintenance dredged material, fluid mud layers were observed forming due to the settling of suspended matter [5085].",low,"The risk of this pressure will increase depending on the spatial/ temporal scale and intensity of the activity, the proximity of the activity to the feature (in space and time) and the sensitivity of the feature to the pressure. Cumulative and in-combination effects of activities may increase the risk further (see Activity-Pressure justification text). High levels of discarding associated with the fishing activity combined with low flow conditions may increase the magnitude of this pressure.","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1240,Coastal Infrastructure,Port and harbour structures: Maintenance (if relevant see also ‘Slipway: Maintenance and construction'),Smothering and siltation rate changes (Light),"Associated with works activity, also associated dredging, dredgings disposal, alternative use of sediment, causing mobilisation of sediment and increased siltation rates.  The placement and burial of structures can cause localised and temporary changes in suspended sediments. This can lead to increases in siltation rates in the direct vicinity of the works [4892],[3145],[4890].  Dredging may cause local deposition of sediment in the area surrounding the dredge site [3159],[2838],[3106],[3082],[3134].  This sediment includes material disturbed at the drag head of the dredger and also material from the overflow.  Best available evidence suggests that such effects would be constrained to an area about half the size of the dredge site itself [4902].  Disposal of dredged material can cause localised increases in siltation rates [3159],[2838],[3106].  During an experiment in the southern North Sea which aimed to replicate the disposal of maintenance dredged material, fluid mud layers were observed forming due to the settling of suspended matter [5085].",medium-high,,"The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1241,Coastal Infrastructure,Port and harbour structures: Maintenance (if relevant see also ‘Slipway: Maintenance and construction'),Abrasion/disturbance of the substrate on the surface of the seabed,"A variety of ports and harbour activities can result in abrasion/disturbance of the seabed; including structures placed (e.g. geotextile bags or rocks used in breakwaters) or driven (e.g. piles) into the seabed [3106],[2838],[3159],[3161],[3145],[4912],[4903],[4913],[3223].  Piles used in coastal developments can be driven to depths of over -30 m Chart Datum, tubular piles are typically 1-2 m diameter, sheet piles typically 0.5-1 m wide and 0.1-0.2 m thick [4896],[4898],[4890].  Vessel movements can cause localised scour of the seabed, in shallow locations, berth pockets, in navigation channels [5174],[3145].  Anchors cause damage to the seabed upon deploying/recovery plus abrasion caused by anchor dragging and the anchor chain.  The anchors of large vessels have been found to penetrate the seabed unto 1 m, depth of penetration by smaller inshore vessel anchors is expected to be less [4971].  Small vessel anchors have been found to cause surface ‘scars’ of typically 1-4 m2 [5175]; while scouring of 6 m radius has been recorded on intertidal mudflats caused by anchor chains [5179],[4981].  Mooring chains from swinging moorings can also scour the seabed as the mooring slackens and rotates with the tide [3223].",medium-high,,"The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1242,Coastal Infrastructure,Coastal flood and erosion risk management schemes: Operation,Salinity decrease,"The pressure can result when a coastal structure inhibits/restricts/regulates sea water intrusion or percolation of seawater through sand/shingle to lagoons or seeps [2817],[3154],[1674].",low,"The risk of this pressure will increase depending on the spatial/ temporal scale and intensity of the activity, the proximity of the activity to the feature (in space and time) and the sensitivity of the feature to the pressure. Cumulative and in-combination effects of activities may increase the risk further (see Activity-Pressure justification text). High levels of discarding associated with the fishing activity combined with low flow conditions may increase the magnitude of this pressure.","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1243,Coastal Infrastructure,Port and harbour structures: Maintenance (if relevant see also ‘Slipway: Maintenance and construction'),Underwater noise changes,"Ports construction and maintenance works and on-going operations can result in underwater noise, including from vessels, dredging, engineering works.  Underwater noise can result in disturbance particularly to mobile receptors such as fish, bird, mammals [3152],[3164],[3159],[3106],[2074],[3128],[3069],[4995].  Shipping vessels are important source of underwater noise, and is the dominant contributor to ambient noise in shallow water areas close to shipping lanes and in deeper waters [5173],[5172].  Shipping noise is most evident in the 50-300 Hz frequency range, with the majority of noise coming from propeller cavitation, on-board machinery, and turbulence around the hull.  The noise emitted from vessels varies, in general larger vessels generate lower frequency sound.  The source levels associated with large ships (supertankers/container ships) is in the range 180-190 dB re 1µPa-m (RMS).  Small sea going vessels typically produce broadband noise at source levels of 160-180 dB re 1µPa-m (RMS) [3096],[4908].  Measurements of underwater noise from backhoe dredging operations have indicated that the highest levels of underwater noise occur when the excavator is in contact with the seabed.  Dredging produces broadband and continuous sound, mainly at lower frequencies (<1 kHz; source sound pressure levels 160 to more than 190 dB re 1 µPa at 1 m) [4908],[3152].  However it is impulsive/impact sound generated by explosives/piling which causes the most concern of injury and displacement of mobile species from underwater noise [3152],[2074],[3128],[3069].  Impact piling generates high levels of underwater noise, a typical peak to peak source noise pressure levels underwater for tubular piles used in coastal environments range of 220-235 dB re. 1 uPa @ 1 m. Sheet piling noise is generally lower with typical predicted peak to peak source noise level of 212 dB re. 1 uPa @ 1 m (for 600mm sheet pile) [4908].Engineering works in coastal environments using blasting to remove unwanted hard substrate can to produce source peak noise levels of 257 dB re: 1 µPa (borehole blasting with a charge of 20 kg ) [4916].",medium-high,,"The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1244,Coastal Infrastructure,Port and harbour structures: Maintenance (if relevant see also ‘Slipway: Maintenance and construction'),Introduction of light,"The pressure is potentially associated with construction, maintenance, operational lighting, plus navigation and operational lighting on vessels and structures. Lighting can cause disorientation or displace sensitive species. Lighted vessels and structures in open waters may pose a collision risk to many species of birds. Birds drawn to light may become disoriented and collide with these structures, which may result in injury and death. Light from vessels may also be of concern where significant levels of activity occur in close proximity to sensitive bird habitats including coastal inshore waters [3083],[3088],[3195],[2797],[3107],[4334],[4339].",low,"The risk of this pressure will increase depending on the spatial/ temporal scale and intensity of the activity, the proximity of the activity to the feature (in space and time) and the sensitivity of the feature to the pressure. Cumulative and in-combination effects of activities may increase the risk further (see Activity-Pressure justification text). High levels of discarding associated with the fishing activity combined with low flow conditions may increase the magnitude of this pressure.","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1245,Coastal Infrastructure,Port and harbour structures: Maintenance (if relevant see also ‘Slipway: Maintenance and construction'),"Collision ABOVE water with static or moving objects not naturally found in the marine environment (e.g., boats, machinery, and structures)","Pressure associated with vessels and vessel movements associated with this sub-activity, also presence of relevant underwater structures.  Seabirds can be impacted directly by a wide range of artificial light sources within marine environment: seabirds can be attracted to and collide with lighthouses, coastal resorts and other urban lighting, offshore hydrocarbon platforms, commercial fishing vessels and other boats using lights [4378],[4337].  Evidence indicates some bird species are attracted to light sources, which may increase the risk of bird strikes.  Most related studies conclude that increased darkness, coupled with inclement weather, increases attraction by birds to lighted vessels and structures.  Birds drawn to light often become disoriented and can then collide with these vessels/structures resulting in injury and death [4377].  In the case of vessels, it known that nocturnal bird strikes tend to occur when bright, artificial light sources are used at times of poor visibility, typically during bad weather, often angled outwards or upwards from the vessel and when the vessel is relatively close to large breeding aggregations of seabirds (rather than further offshore); however, here are relatively few sources of quantified information relating to seabird strikes on vessels [4378],[4337].",low,"The risk of this pressure will increase depending on the spatial/ temporal scale and intensity of the activity, the proximity of the activity to the feature (in space and time) and the sensitivity of the feature to the pressure. Cumulative and in-combination effects of activities may increase the risk further (see Activity-Pressure justification text). High levels of discarding associated with the fishing activity combined with low flow conditions may increase the magnitude of this pressure.","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1246,Coastal Infrastructure,Port and harbour structures: Maintenance (if relevant see also ‘Slipway: Maintenance and construction'),"Collision BELOW water with static or moving objects not naturally found in the marine environment (e.g., boats, machinery, and structures)","Pressure associated with vessels and vessel movements associated with this sub-activity, also presence of relevant underwater structures.  Vessels are documented to have collided with mobile marine species (particularly marine mammals).  Almost all vessel sizes and classes have been involved in collisions with marine mammals, including cargo ships, ferries (particularly the newer models of high-speed ferry), cruise liners, navy ships, recreational vessels, and research vessels.  Species can collide with the propeller or other parts of the hull.  The most lethal and serious injuries are caused by large ships (e.g. 80 m or longer) and vessels travelling at speeds faster than 14 knots [5120].  Most minor injuries, by contrast, involved collisions with vessels less than 45 m long.  Collisions are rarely reported for vessels doing less than 10 km/hour [5120],[4987].  A lack of information exists regarding collision risk of animals (e.g. birds, fish, marine mammals) with underwater structures, especially for birds.  The response of birds will depend on their detection of a device and any associated structures.  The risk of collision may be increased if the devices alter the characteristics of the current, especially if such changes create new foraging opportunities, since this may impact on the manoeuvrability and underwater swimming agility of birds [4959],[5075].  Collision risks are most likely to pose the greatest risk in areas of strong water movement, such as areas of strong tidal flow or wave motion [3098].",low,"The risk of this pressure will increase depending on the spatial/ temporal scale and intensity of the activity, the proximity of the activity to the feature (in space and time) and the sensitivity of the feature to the pressure. Cumulative and in-combination effects of activities may increase the risk further (see Activity-Pressure justification text). High levels of discarding associated with the fishing activity combined with low flow conditions may increase the magnitude of this pressure.","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1247,Coastal Infrastructure,Port and harbour structures: Maintenance (if relevant see also ‘Slipway: Maintenance and construction'),Above water noise,"Noise can arise from many activities in the marine environment, the use of machinery, vessels, equipment, explosives, and people will generate airborne (above water) noise.  Port construction, maintenance, and operation activities generate airborne noise and can increase noise above background/ambient noise levels; this can result in disturbance particularly to mobile receptors such as fish, bird, mammals [2817],[3085],[3153],[3154],[3161],[3164],[3082],[2763].  Examples of noise sources vessels, construction plant/operations, piling, operational use of machinery [2817],[1533],[3136],[3153],[3154],[3161],[3169],[3145].  However, the magnitude of pressure would depend on the scale, intensity, and duration of the activity, and relative increase in noise above the natural ambient background noise levels and the type of noise generated [3136],[3078],[3195],[1536].",medium-high,,"The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1248,Coastal Infrastructure,Coastal flood and erosion risk management schemes: Operation,Salinity increase,"The pressure can result when a coastal structure inhibits/restricts/regulates sea water intrusion or percolation of seawater through sand/shingle to lagoons or seeps [2817],[3154],[1674].",low,"The risk of this pressure will increase depending on the spatial/ temporal scale and intensity of the activity, the proximity of the activity to the feature (in space and time) and the sensitivity of the feature to the pressure. Cumulative and in-combination effects of activities may increase the risk further (see Activity-Pressure justification text). High levels of discarding associated with the fishing activity combined with low flow conditions may increase the magnitude of this pressure.","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1249,Coastal Infrastructure,Port and harbour structures: Maintenance (if relevant see also ‘Slipway: Maintenance and construction'),Transition elements & organo-metal (e.g. TBT) contamination.  Includes those priority substances listed in Annex II of Directive 2008/105/EC.,"The primary chemicals of environmental concern in vessel oil and fuel are polycyclic aromatic hydrocarbons (PAHs). Deliberate discharges of oil or oil/water mixtures from ships are prohibited within the North West European Waters Special Area, established by the International Maritime Organization under MARPOL Annex I in 1999. This includes all waters around the UK and its approaches. However, accidental discharges still occur. Information on accidental discharges of oil from ships and offshore platforms is compiled by the Advisory Committee on Protection of the Sea (ACOPS) on behalf of the Maritime and Coastguard Agency each year. Although the majority of incidents are minor, several incidents occur annually that have led to the actual or potential release of significant amounts of oil (typically from large shipping vessels and tankers). Moreover, antifouling compounds like TBT and copper wash from ship coatings with larger concentrations in heavily used shipping routes or within harbours [3096],[3106],[3107],[3164],[3155],[4985].

Activities can also result in the re-mobilisation of contaminants/substances (e.g. from sediments) during construction/maintenance/operational activities.  The likelihood and severity of any impact depends upon the type and degree of existing contamination and intensity of activity.  High levels of contaminants do occur in fine sediments of some industrialised estuaries.  However, the occurrence of very contaminated areas/sediments is rare in the England [4899],[3145],[2838],[3159].",low,"The risk of this pressure will increase as a result of non-compliance to legislation, codes of conduct or best practice (see Activity-Pressure justification text).","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1250,Coastal Infrastructure,Port and harbour structures: Maintenance (if relevant see also ‘Slipway: Maintenance and construction'),Hydrocarbon & PAH contamination.  Includes those priority substances listed in Annex II of Directive 2008/105/EC.,"The primary chemicals of environmental concern in vessel oil and fuel are polycyclic aromatic hydrocarbons (PAHs).  Deliberate discharges of oil or oil/water mixtures from ships are prohibited within the North West European Waters Special Area, established by the International Maritime Organization under MARPOL Annex I in 1999.  This includes all waters around the UK and its approaches. However, accidental discharges still occur.  Information on accidental discharges of oil from ships and offshore platforms is compiled by the Advisory Committee on Protection of the Sea (ACOPS) on behalf of the Maritime and Coastguard Agency each year.  Although the majority of incidents are minor, several incidents occur annually that have led to the actual or potential release of significant amounts of oil (typically from large shipping vessels and tankers) [3096],[3106],[3164],[4968],[4972],[4985].  Organic based contaminants such as PAHs can be effectively ‘locked into’ the seabed sediments in ports and harbours.  These stable compounds do not decompose readily; subsequent re-mobilisation (e.g. by dredging) can release these contaminants into the water column.  The likelihood and severity of any impact depends upon the type and degree of sediment contamination and level of re-mobilisation of the sediment.  The highest levels of contaminants generally occur in fine sediment in industrialised estuaries.  However, the occurrence of very contaminated sediments is rare in the England [2838],[3159],[3163],[4899],[3145].",low,"The risk of this pressure will increase as a result of non-compliance to legislation, codes of conduct or best practice (see Activity-Pressure justification text).","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1251,Coastal Infrastructure,Port and harbour structures: Maintenance (if relevant see also ‘Slipway: Maintenance and construction'),"Synthetic compound contamination (incl. pesticides, antifoulants, pharmaceuticals).  Includes those priority substances listed in Annex II of Directive 2008/105/EC.","Synthetic compounds used in a variety of substances for commercial applications are carried by shipping tankers and cargo ships.  These can be spilled into the sea through loss of cargo, collision, grounding, mechanical failure, and deliberate dumping.  Many of these compounds are considered toxic or hazardous.  Accidental spillages around the UK are generally rare.  Chemicals can also be released into the sea through ships ‘flushing’, or washing, their tanks and clearing ballast water [3096],[3106],[3107],[3164],[3157],[4968],[4972].  For example it is currently legal to discharge Polyisobutene (PIB) from ships into the marine environment under certain conditions; PIB is a man-made synthetic product used in the manufacture of sealants, adhesive tape and chewing gum.  PIB is a hydrophobic substance though, so on contact with water it coalesces into a waxy, glue-like formation, generally floating at or just underneath the surface.  As such it is extremely hazardous to a range of seabird species, which dive to find food [4975].  Synthetic compounds e.g. polychlorinated biphenyls (PCBs) can be effectively ‘locked into’ the seabed sediments in ports and harbours.  These stable compounds do not decompose readily.  Subsequent re-mobilisation of the sediments (e.g. by dredging) can release these contaminants into the water column. The likelihood and severity of any impact depends upon the type and degree of sediment contamination and level of re-mobilisation of the sediment.  The highest levels of contaminants generally occur in fine sediment in industrialised estuaries.  However, the occurrence of very contaminated sediments is rare in the England [2838],[3159],[4899],[3145].",low,"The risk of this pressure will increase as a result of non-compliance to legislation, codes of conduct or best practice (see Activity-Pressure justification text).","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
